Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"April 8, 2021 - March 31, 2026"
Statement,Data,WhenGenerated,"2026-04-01, 17:11:42 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,1763.85
Summary,Data,Change,-1735.4662240829998
Summary,Data,Ending Cash,28.383775917
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2023-12-28,dm,DGS(US97717W2816) Cash Dividend USD 0.455 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,9.65,-,9.65
Transaction History,Data,2023-12-22,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,17.0,30.99,USD,-526.83,-0.08,-526.9100000000001
Transaction History,Data,2023-12-22,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,9.0,30.99,USD,-278.91,-0.08,-278.99
Transaction History,Data,2023-12-22,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,6.0,30.99,USD,-185.94,-1.906901943,-187.846901943
Transaction History,Data,2023-12-21,dm,AVUV(US0250728773) Cash Dividend USD 0.4379 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-44.69,-,-44.69
Transaction History,Data,2023-12-21,dm,AVES(US0250723725) Cash Dividend USD 1.326 per Share (Ordinary Dividend),Dividend,AVES,-,-,-,565.94,-,565.94
Transaction History,Data,2023-12-21,dm,AVES(US0250723725) Cash Dividend USD 1.326 per Share - US Tax,Foreign Tax Withholding,AVES,-,-,-,-169.78,-,-169.78
Transaction History,Data,2023-12-21,dm,AVDV(US0250728021) Cash Dividend USD 0.8884 per Share - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-0.12,-,-0.12
Transaction History,Data,2023-12-21,dm,AVUV(US0250728773) Cash Dividend USD 0.4379 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,148.95,-,148.95
Transaction History,Data,2023-12-21,dm,AVDV(US0250728021) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-211.35,-,-211.35
Transaction History,Data,2023-12-21,dm,AVDV(US0250728021) Cash Dividend USD 0.8884 per Share (Ordinary Dividend),Dividend,AVDV,-,-,-,0.39,-,0.39
Transaction History,Data,2023-12-21,dm,AVDV(US0250728021) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,AVDV,-,-,-,704.5,-,704.5
Transaction History,Data,2023-12-07,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.3633,31.485,USD,-11.4385005,-7.266E-5,-11.43857316
Transaction History,Data,2023-12-07,dm,SPDR MSCI WORLD ACC,Buy,SWRD,96.0,31.485,USD,-3022.56,-1.9160152,-3024.4760152
Transaction History,Data,2023-12-06,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3037.91,-,3037.91
Transaction History,Data,2023-12-05,dm,USD IBKR Managed Securities (SYEP) Interest for Nov-2023,Credit Interest,-,-,-,-,1.04,-,1.04
Transaction History,Data,2023-11-21,dm,SPDR MSCI WORLD ACC,Buy,SWRD,65.0,31.22,USD,-2029.3,-0.20505002,-2029.50505002
Transaction History,Data,2023-11-21,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.0224,31.22,USD,-0.699328,-1.70000448,-2.39933248
Transaction History,Data,2023-11-20,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2030.77,-,2030.77
Transaction History,Data,2023-11-06,dm,SPDR MSCI WORLD ACC,Buy,SWRD,134.0,30.115,USD,-4035.41,-2.27929845,-4037.68929845
Transaction History,Data,2023-11-06,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.9825,30.115,USD,-29.5879875,-0.014990494,-29.602977994
Transaction History,Data,2023-11-06,dm,Electronic Fund Transfer,Deposit,-,-,-,-,4064.13,-,4064.13
Transaction History,Data,2023-11-03,dm,USD IBKR Managed Securities (SYEP) Interest for Oct-2023,Credit Interest,-,-,-,-,1.91,-,1.91
Transaction History,Data,2023-10-06,dm,SPDR MSCI WORLD ACC,Buy,SWRD,98.0,29.38,USD,-2879.24,-0.2095658,-2879.4495657999996
Transaction History,Data,2023-10-06,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.0939,29.38,USD,-2.758782,-1.70001878,-4.45880078
Transaction History,Data,2023-10-05,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2885.56,-,2885.56
Transaction History,Data,2023-10-04,dm,USD IBKR Managed Securities (SYEP) Interest for Sep-2023,Credit Interest,-,-,-,-,0.85,-,0.85
Transaction History,Data,2023-10-03,dm,SPDR MSCI WORLD ACC,Buy,SWRD,6.0,29.525,USD,-177.15,-1.900870753,-179.050870753
Transaction History,Data,2023-10-03,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.3336,29.525,USD,-9.84954,-6.672E-5,-9.849606719999999
Transaction History,Data,2023-09-28,dm,DGS(US97717W2816) Cash Dividend USD 0.78 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-44.04,-,-44.04
Transaction History,Data,2023-09-28,dm,DGS(US97717W2816) Cash Dividend USD 0.78 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,146.8,-,146.8
Transaction History,Data,2023-09-26,dm,AVUV(US0250728773) Cash Dividend USD 0.3575 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,121.6,-,121.6
Transaction History,Data,2023-09-26,dm,AVUV(US0250728773) Cash Dividend USD 0.3575 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-36.48,-,-36.48
Transaction History,Data,2023-09-15,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.6441,30.97,USD,-19.947777,-1.2882E-4,-19.94790582
Transaction History,Data,2023-09-15,dm,SPDR MSCI WORLD ACC,Buy,SWRD,65.0,30.97,USD,-2013.05,-1.904094113,-2014.9540941129999
Transaction History,Data,2023-09-14,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2033.73,-,2033.73
Transaction History,Data,2023-09-06,dm,USD IBKR Managed Securities (SYEP) Interest for Aug-2023,Credit Interest,-,-,-,-,1.9,-,1.9
Transaction History,Data,2023-09-05,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3030.58,-,3030.58
Transaction History,Data,2023-09-05,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.9306,30.935,USD,-28.788111,-1.70018612,-30.488297120000002
Transaction History,Data,2023-09-05,dm,SPDR MSCI WORLD ACC,Buy,SWRD,97.0,30.93,USD,-3000.21,-0.21500945,-3000.42500945
Transaction History,Data,2023-08-18,dm,SPDR MSCI WORLD ACC,Buy,SWRD,76.0,29.9,USD,-2272.4,-1.907468101,-2274.3074681010003
Transaction History,Data,2023-08-18,dm,SPDR MSCI WORLD ACC,Buy,SWRD,0.6889,29.9,USD,-20.59811,0.56125107,-20.036858929999998
Transaction History,Data,2023-08-18,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2291.35,-,2291.35
Transaction History,Data,2023-08-03,dm,USD IBKR Managed Securities (SYEP) Interest for Jul-2023,Credit Interest,-,-,-,-,0.77,-,0.77
Transaction History,Data,2023-08-03,dm,USD Debit Interest for Jul-2023,Debit Interest,-,-,-,-,-0.2,-,-0.2
Transaction History,Data,2023-07-24,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,0.3422,81.8,USD,-27.99196,-6.844E-5,-27.99202844
Transaction History,Data,2023-07-24,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,25.0,81.8,USD,-2045.0,-0.31525725,-2045.31525725
Transaction History,Data,2023-07-24,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2180.14,-,2180.14
Transaction History,Data,2023-07-12,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,10.0,80.23,USD,-802.3,0.0185,-802.2814999999999
Transaction History,Data,2023-07-12,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,12.0,80.235,USD,-962.82,0.0222,-962.7978
Transaction History,Data,2023-07-12,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,15.0,80.25,USD,-1203.75,-0.32250725,-1204.07250725
Transaction History,Data,2023-07-12,dm,ISHR EDGE MSCI WRLD MOMENTUM,Sell,IWMO,-50.0,56.19,USD,2809.5,-1.916574281,2807.583425719
Transaction History,Data,2023-07-12,dm,ISHR EDGE MSCI WRLD MOMENTUM,Sell,IWMO,-1.0,56.19,USD,56.19,-0.080145,56.109854999999996
Transaction History,Data,2023-07-10,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,0.0351,78.04,USD,-2.739204,-0.027419193,-2.766623193
Transaction History,Data,2023-07-10,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,42.0,78.03,USD,-3277.26,-0.364845077,-3277.6248450770004
Transaction History,Data,2023-07-10,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3156.93,-,3156.93
Transaction History,Data,2023-07-06,dm,USD IBKR Managed Securities (SYEP) Interest for Jun-2023,Credit Interest,-,-,-,-,1.37,-,1.37
Transaction History,Data,2023-06-29,dm,DGS(US97717W2816) Cash Dividend USD 0.92 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,0.19,-,0.19
Transaction History,Data,2023-06-29,dm,DGS(US97717W2816) Cash Dividend USD 0.92 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-0.06,-,-0.06
Transaction History,Data,2023-06-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,DGS,-,-,-,172.96,-,172.96
Transaction History,Data,2023-06-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,DGS,-,-,-,-51.89,-,-51.89
Transaction History,Data,2023-06-23,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,14.0,56.32,USD,-788.48,-0.33065725,-788.81065725
Transaction History,Data,2023-06-23,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.968,56.31,USD,-54.50808,-1.936E-4,-54.5082736
Transaction History,Data,2023-06-23,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,2.0E-4,56.32,USD,-0.011264,-4.0E-8,-0.01126404
Transaction History,Data,2023-06-23,dm,AVUV(US0250728773) Cash Dividend USD 0.3711 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,87.5,-,87.5
Transaction History,Data,2023-06-23,dm,AVUV(US0250728773) Cash Dividend USD 0.3711 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-26.25,-,-26.25
Transaction History,Data,2023-06-23,dm,AVDV(US0250728021) Cash Dividend USD 1.1645 per Share - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-180.43,-,-180.43
Transaction History,Data,2023-06-23,dm,AVDV(US0250728021) Cash Dividend USD 1.1645 per Share (Ordinary Dividend),Dividend,AVDV,-,-,-,601.43,-,601.43
Transaction History,Data,2023-06-23,dm,AVES(US0250723725) Cash Dividend USD 0.4938 per Share - US Tax,Foreign Tax Withholding,AVES,-,-,-,-63.23,-,-63.23
Transaction History,Data,2023-06-23,dm,AVDV(US0250728021) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,AVDV,-,-,-,305.1,-,305.1
Transaction History,Data,2023-06-23,dm,AVDV(US0250728021) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-91.53,-,-91.53
Transaction History,Data,2023-06-23,dm,AVES(US0250723725) Cash Dividend USD 0.4938 per Share (Ordinary Dividend),Dividend,AVES,-,-,-,210.76,-,210.76
Transaction History,Data,2023-06-15,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,50.0,45.01,USD,-2250.5,-0.36025725,-2250.86025725
Transaction History,Data,2023-06-15,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,0.0998,45.0366,USD,-4.49465268,-1.996E-5,-4.49467264
Transaction History,Data,2023-06-15,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,1.0E-4,45.05,USD,-0.004505,-2.0E-8,-0.00450502
Transaction History,Data,2023-06-15,dm,Electronic Fund Transfer,Deposit,-,-,-,-,2258.13,-,2258.13
Transaction History,Data,2023-06-12,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.1233,58.68,USD,-7.235244,-2.466E-5,-7.23526866
Transaction History,Data,2023-06-12,dm,SPDR MSCI WORLD ACC,Buy,SWRD,136.0,29.94,USD,-4071.84,-2.2991528,-4074.1391528
Transaction History,Data,2023-06-12,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,34.0,58.64,USD,-1993.76,-0.35025725,-1994.11025725
Transaction History,Data,2023-06-12,dm,Electronic Fund Transfer,Deposit,-,-,-,-,6070.67,-,6070.67
Transaction History,Data,2023-06-05,dm,USD IBKR Managed Securities (SYEP) Interest for May-2023,Credit Interest,-,-,-,-,2.12,-,2.12
Transaction History,Data,2023-06-05,dm,USD Credit Interest for May-2023,Credit Interest,-,-,-,-,0.36,-,0.36
Transaction History,Data,2023-06-05,dm,USD Debit Interest for May-2023,Debit Interest,-,-,-,-,-0.09,-,-0.09
Transaction History,Data,2023-05-25,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,30.0,29.2,USD,-876.0,-0.08,-876.08
Transaction History,Data,2023-05-25,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,31.0,29.2,USD,-905.2,-1.903649133,-907.1036491330001
Transaction History,Data,2023-05-24,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3995.72,-,3995.72
Transaction History,Data,2023-05-24,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.9987,57.38,USD,-57.305406,-0.35045699,-57.655862989999996
Transaction History,Data,2023-05-24,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,37.0,57.37,USD,-2122.69,-0.0074,-2122.6974
Transaction History,Data,2023-05-11,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,3.0E-4,59.03,USD,-0.017709,-6.0E-8,-0.01770906
Transaction History,Data,2023-05-11,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,0.9363,70.33,USD,-65.849979,-0.35044451,-66.20042351000001
Transaction History,Data,2023-05-11,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,0.0021,70.49,USD,-0.148029,-4.2E-7,-0.14802942
Transaction History,Data,2023-05-11,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.922,59.02,USD,-54.41644,-0.35044165,-54.76688165
Transaction History,Data,2023-05-11,dm,SPDR MSCI WORLD ACC,Buy,SWRD,165.0,29.2,USD,-4818.0,-2.70581,-4820.70581
Transaction History,Data,2023-05-10,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,33.0,59.48,USD,-1962.84,0.0462,-1962.7938
Transaction History,Data,2023-05-10,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,14.0,59.48,USD,-832.72,-0.33065725,-833.05065725
Transaction History,Data,2023-05-10,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,20.0,70.8,USD,-1416.0,-0.32225725,-1416.32225725
Transaction History,Data,2023-05-10,dm,Electronic Fund Transfer,Deposit,-,-,-,-,11373.74,-,11373.74
Transaction History,Data,2023-05-10,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,27.0,43.49,USD,-1174.23,-0.35565725,-1174.58565725
Transaction History,Data,2023-05-10,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,25.0,43.49,USD,-1087.25,-0.005,-1087.255
Transaction History,Data,2023-05-10,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,0.4256,43.51,USD,-18.517856,-8.512E-5,-18.51794112
Transaction History,Data,2023-05-03,dm,USD Credit Interest for Apr-2023,Credit Interest,-,-,-,-,3.45,-,3.45
Transaction History,Data,2023-04-13,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,59.0,30.02,USD,-1771.18,-1.904840828,-1773.084840828
Transaction History,Data,2023-04-12,dm,Electronic Fund Transfer,Deposit,-,-,-,-,1798.24,-,1798.24
Transaction History,Data,2023-04-11,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.6629,58.86,USD,-39.018294,-1.3258E-4,-39.018426579999996
Transaction History,Data,2023-04-11,dm,SPDR MSCI WORLD ACC,Buy,SWRD,156.0,28.83,USD,-4497.48,-2.5311266,-4500.011126599999
Transaction History,Data,2023-04-11,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,54.0,58.87,USD,-3178.98,-0.52305725,-3179.50305725
Transaction History,Data,2023-04-10,dm,Electronic Fund Transfer,Deposit,-,-,-,-,7714.45,-,7714.45
Transaction History,Data,2023-04-06,dm,SPDR MSCI WORLD ACC,Buy,SWRD,94.0,28.695,USD,-2697.33,-1.904621462,-2699.2346214619997
Transaction History,Data,2023-04-06,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,27.0,29.52,USD,-797.04,-0.08,-797.12
Transaction History,Data,2023-04-06,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,21.0,29.52,USD,-619.92,-0.096188938,-620.0161889379999
Transaction History,Data,2023-04-06,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,58.0,29.52,USD,-1712.16,-1.904621462,-1714.064621462
Transaction History,Data,2023-04-05,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.1287,58.25,USD,-7.496775,-0.075048591,-7.571823591
Transaction History,Data,2023-04-05,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,50.0,58.25,USD,-2912.5,-0.285234399,-2912.785234399
Transaction History,Data,2023-04-05,dm,AVANTIS US SMALL CAP VALUE,Buy,AVUV,43.0,72.16,USD,-3102.88,-0.35885725,-3103.23885725
Transaction History,Data,2023-04-05,dm,USD IBKR Managed Securities (SYEP) Interest for Mar-2023,Credit Interest,-,-,-,-,3.12,-,3.12
Transaction History,Data,2023-04-05,dm,Electronic Fund Transfer,Deposit,-,-,-,-,15705.96,-,15705.96
Transaction History,Data,2023-04-05,dm,AVANTIS EMERGING MARKETS VAL,Buy,AVES,92.0,42.528,USD,-3912.576,-0.36865725,-3912.94465725
Transaction History,Data,2023-03-30,dm,DGS(US97717W2816) Cash Dividend USD 0.115 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-2.42,-,-2.42
Transaction History,Data,2023-03-30,dm,DGS(US97717W2816) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,DGS,-,-,-,-4.07,-,-4.07
Transaction History,Data,2023-03-30,dm,DGS(US97717W2816) Cash Dividend USD 0.115 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,8.07,-,8.07
Transaction History,Data,2023-03-30,dm,DGS(US97717W2816) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,DGS,-,-,-,13.57,-,13.57
Transaction History,Data,2023-03-28,dm,AVUV(US0250728773) Cash Dividend USD 0.3183 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,54.7,-,54.7
Transaction History,Data,2023-03-28,dm,AVUV(US0250728773) Cash Dividend USD 0.3183 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-16.41,-,-16.41
Transaction History,Data,2023-02-03,dm,USD IBKR Managed Securities (SYEP) Interest for Jan-2023,Credit Interest,-,-,-,-,0.03,-,0.03
Transaction History,Data,2023-01-27,dm,SPDR MSCI WORLD ACC,Buy,SWRD,178.0,28.465,USD,-5066.77,-2.84138965,-5069.61138965
Transaction History,Data,2023-01-26,dm,Electronic Fund Transfer,Deposit,-,-,-,-,5079.39,-,5079.39
Transaction History,Data,2023-01-19,dm,SPDR MSCI WORLD ACC,Buy,SWRD,2.0,27.65,USD,-55.3,-1.903462887,-57.203462887
Transaction History,Data,2023-01-05,dm,USD IBKR Managed Securities (SYEP) Interest for Dec-2022,Credit Interest,-,-,-,-,6.98,-,6.98
Transaction History,Data,2022-12-29,dm,DGS(US97717W2816) Cash Dividend USD 0.31388 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-11.04,-,-11.04
Transaction History,Data,2022-12-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,DGS,-,-,-,22.29,-,22.29
Transaction History,Data,2022-12-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,DGS,-,-,-,-6.69,-,-6.69
Transaction History,Data,2022-12-29,dm,DGS(US97717W2816) Cash Dividend USD 0.31388 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,36.79,-,36.79
Transaction History,Data,2022-12-21,dm,SPDR MSCI WORLD ACC,Buy,SWRD,19.0,26.755,USD,-508.345,-1.90184275,-510.24684275000004
Transaction History,Data,2022-12-20,dm,AVES(US0250723725) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,AVES,-,-,-,-34.64,-,-34.64
Transaction History,Data,2022-12-20,dm,AVES(US0250723725) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,AVES,-,-,-,115.48,-,115.48
Transaction History,Data,2022-12-20,dm,AVUV(US0250728773) Cash Dividend USD 0.4186 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,71.93,-,71.93
Transaction History,Data,2022-12-20,dm,AVUV(US0250728773) Cash Dividend USD 0.4186 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-21.58,-,-21.58
Transaction History,Data,2022-12-20,dm,AVDV(US0250728021) Cash Dividend USD 0.7604 per Share (Ordinary Dividend),Dividend,AVDV,-,-,-,420.98,-,420.98
Transaction History,Data,2022-12-20,dm,AVDV(US0250728021) Cash Dividend USD 0.7604 per Share - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-126.29,-,-126.29
Transaction History,Data,2022-12-20,dm,AVES(US0250723725) Cash Dividend USD 1.0311 per Share (Ordinary Dividend),Dividend,AVES,-,-,-,124.02,-,124.02
Transaction History,Data,2022-12-20,dm,AVES(US0250723725) Cash Dividend USD 1.0311 per Share - US Tax,Foreign Tax Withholding,AVES,-,-,-,-37.21,-,-37.21
Transaction History,Data,2022-12-05,dm,USD IBKR Managed Securities (SYEP) Interest for Nov-2022,Credit Interest,-,-,-,-,0.11,-,0.11
Transaction History,Data,2022-11-03,dm,USD IBKR Managed Securities (SYEP) Interest for Oct-2022,Credit Interest,-,-,-,-,2.95,-,2.95
Transaction History,Data,2022-10-05,dm,USD IBKR Managed Securities (SYEP) Interest for Sep-2022,Credit Interest,-,-,-,-,1.72,-,1.72
Transaction History,Data,2022-09-29,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.5608,47.18,USD,-26.458544,-1.1216E-4,-26.45865616
Transaction History,Data,2022-09-29,dm,DGS(US97717W2816) Cash Dividend USD 0.825 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-46.58,-,-46.58
Transaction History,Data,2022-09-29,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,3.0,47.18,USD,-141.54,-0.34485725,-141.88485724999998
Transaction History,Data,2022-09-29,dm,DGS(US97717W2816) Cash Dividend USD 0.825 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,155.27,-,155.27
Transaction History,Data,2022-09-23,dm,AVUV(US0250728773) Cash Dividend USD 0.3532 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,60.69,-,60.69
Transaction History,Data,2022-09-23,dm,AVUV(US0250728773) Cash Dividend USD 0.3532 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-18.21,-,-18.21
Transaction History,Data,2022-09-06,dm,USD IBKR Managed Securities (SYEP) Interest for Aug-2022,Credit Interest,-,-,-,-,0.42,-,0.42
Transaction History,Data,2022-08-25,dm,"Refund (DGS, 0.47, 2022-07-26)",Commission Adjustment,DGS,-,-,-,0.206637798,-,0.206637798
Transaction History,Data,2022-08-25,dm,"Refund (DGS, 41, 2022-07-26)",Commission Adjustment,DGS,-,-,-,0.151913352,-,0.151913352
Transaction History,Data,2022-08-10,dm,ISHARES CORE EM IMI ACC,Buy,EIMI,85.0,29.28,USD,-2488.8,-1.900749614,-2490.700749614
Transaction History,Data,2022-08-09,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,25.0,55.11,USD,-1377.75,-0.342793236,-1378.092793236
Transaction History,Data,2022-08-09,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.0226,55.11,USD,-1.245486,-0.012468534,-1.257954534
Transaction History,Data,2022-08-08,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3883.91,-,3883.91
Transaction History,Data,2022-08-03,dm,USD IBKR Managed Securities (SYEP) Interest for Jul-2022,Credit Interest,-,-,-,-,1.95,-,1.95
Transaction History,Data,2022-07-29,dm,"Refund (DGS, 12, 2022-06-29)",Commission Adjustment,DGS,-,-,-,0.35265725,-,0.35265725
Transaction History,Data,2022-07-29,dm,"Refund (DGS, 0.44, 2022-06-29)",Commission Adjustment,DGS,-,-,-,8.83E-5,-,8.83E-5
Transaction History,Data,2022-07-26,dm,WISDOMTREE EM SMALL CAP,Buy,DGS,0.4695,43.96,USD,-20.63922,-0.206637798,-20.845857798
Transaction History,Data,2022-07-26,dm,WISDOMTREE EM SMALL CAP,Buy,DGS,41.0,43.96,USD,-1802.36,-0.151913352,-1802.511913352
Transaction History,Data,2022-07-26,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,0.2129,53.81,USD,-11.456149,-0.114688273,-11.570837273
Transaction History,Data,2022-07-26,dm,AVANTIS INTL S/C VALUE ETF,Buy,AVDV,34.0,53.81,USD,-1829.54,-0.188011557,-1829.728011557
Transaction History,Data,2022-07-25,dm,Electronic Fund Transfer,Deposit,-,-,-,-,3659.65,-,3659.65
Transaction History,Data,2022-07-06,dm,USD IBKR Managed Securities (SYEP) Interest for Jun-2022,Credit Interest,-,-,-,-,5.36,-,5.36
Transaction History,Data,2022-06-29,dm,WISDOMTREE EM SMALL CAP,Buy,DGS,0.4415,44.93,USD,-19.836595,-8.83E-5,-19.8366833
Transaction History,Data,2022-06-29,dm,WISDOMTREE EM SMALL CAP,Buy,DGS,12.0,44.93,USD,-539.16,-0.35265725,-539.51265725
Transaction History,Data,2022-06-29,dm,DGS(US97717W2816) Cash Dividend USD 1.07 per Share (Ordinary Dividend),Dividend,DGS,-,-,-,125.51,-,125.51
Transaction History,Data,2022-06-29,dm,DGS(US97717W2816) Cash Dividend USD 1.07 per Share - US Tax,Foreign Tax Withholding,DGS,-,-,-,-37.65,-,-37.65
Transaction History,Data,2022-06-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend (Ordinary Dividend),Payment in Lieu,DGS,-,-,-,18.19,-,18.19
Transaction History,Data,2022-06-29,dm,DGS(US97717W2816) Payment in Lieu of Dividend - US Tax,Foreign Tax Withholding,DGS,-,-,-,-5.46,-,-5.46
Transaction History,Data,2022-06-24,dm,AVUV(US0250728773) Cash Dividend USD 0.2968 per Share (Ordinary Dividend),Dividend,AVUV,-,-,-,51.0,-,51.0
Transaction History,Data,2022-06-24,dm,AVUV(US0250728773) Cash Dividend USD 0.2968 per Share - US Tax,Foreign Tax Withholding,AVUV,-,-,-,-15.3,-,-15.3
Transaction History,Data,2022-06-24,dm,AVDV(US0250728021) Cash Dividend USD 0.9936 per Share (Ordinary Dividend),Dividend,AVDV,-,-,-,487.69,-,487.69
Transaction History,Data,2022-06-24,dm,AVDV(US0250728021) Cash Dividend USD 0.9936 per Share - US Tax,Foreign Tax Withholding,AVDV,-,-,-,-146.31,-,-146.31
Transaction History,Data,2022-06-24,dm,AVES(US0250723725) Cash Dividend USD 0.4849 per Share (Ordinary Dividend),Dividend,AVES,-,-,-,112.63,-,112.63
Transaction History,Data,2022-06-24,dm,AVES(US0250723725) Cash Dividend USD 0.4849 per Share - US Tax,Foreign Tax Withholding,AVES,-,-,-,-33.79,-,-33.79
